id,text,class,sentiment,label
444,Terrible and lousy drive through service for Covid test. What is the purpose of having drive through if you still need to make an appointment. Already registered as per instructed but still need to wait for an hour. PHAK need to look into this and enhance your system as well as your services,,,1Negative#Appointments
445,"Thanks to Dr Guan and Dr Chow for great observation and good service to me. Thanks to staff nurses, Fatimah, Hidayah, Miss Ho, Aisyah etc. and staffs during my stay in hospital, helped and served me well in all times. Caring, hardworking. Very good to have treatment in Pantai Hospital Ayer Keroh.
I also thanks customer relation Mdm Sharon and sister Amilia for visiting daily and concerns of my health",,,1Positive#Staff#Treatment
446,Thanks you doctor Naidu and the ward C4 nurses good service they are take care very well fast response the food was so good.,,,1Positive#Facilities#Staff
447,Appreciate for the kind and express service towards my admission in the hospital. All staff here are very helpful and polite.,,,1Positive#Staff#Treatment
448,"After send my daughter check in at Hospital Pantai Ayer Keroh, i would like to send my gratitude to Dr Hayati Jaafar & all paeds nurses for great services. It is great staying here with all the staff very helpful & always smiling made my daughter feels like home. Wish you all best for your great services in the future.",,,1Positive#Staff
449,Tqvm Dr Yeow Chai & Nurses for the great service & express operation. Nice rooms & ambience. Should allow smart tv function.,,,1Positive#Facilities#Staff
450,Special thanks to staff nurse Nurhidayah Balqis for the good care and service and other staff nurses as well. Special thanks to Dr Shaharuddin for the tonsillectomy. It didnt hurt so much.,,,1Positive#Staff#Treatment
451,Bring mother for follow -up treatment for diabetes.Thank you for the good service from Dr Chow and his nurse mazlina and suriyah. My mom is very comfortable with the service provided. Thank you very much,,,1Positive#Staff#Treatment
452,Excellent and great services from all the staff. Very helpful. Special thanks to Dr Datuk Low for the good treatments.,,,1Positive#Staff#Treatment
453,good service from pantai hospital ayer keroh.dr abu bakar explain detail and good way regarding my mom condition.clinic assistant also very kind and service with smile.,,,1Positive#Staff#Treatment
454,"Thank you Dr. Hanisah, Mrs. Chi chu bee, Pn. Noorsohaila, and Pn. Shuadah for giving me special service. My wife feels comfortable and enjoyable to deliver our baby.",,,1Positive#Staff#Treatment
455,Thank you very much for Dr Idayu for your the best service. Very polite and thank you for your support in the labour room and staff nurse kak su in labour room team,,,1Positive#Staff#Treatment
456,"Awesome and very helpful services by Dr Idayu, Staff Nurse Chi Chu Bee and Staff nurse Shahanim. Keep up the excellent work",,,1Positive#Staff
457,Dr Lim Eng Seng and Dr Guan good and profesional in given treatment to me.  All the nurses and staff friendly.  customer service staff also good . Keep a good job. ,,,1Positive#Staff#Treatment
458,Dr. Abu Bakar is a very experience and friendly doctor. He is a very patience doctor. The explanation is also clear and easy to understand. The nurses here are helpful and friendly too.  Good services ,,,1Positive#Staff#Treatment
459,Thank you Dr Tay Hui Sian.for the good service and good explanation for my condition.Thanks to all the nurses and staff for the friendly and good service.,,,1Positive#Staff
460,Thanks Dr Lim KC and all the nurses and customer service Ms Sharon for the excellent service for my mother.Truly appreciate your good service.keep it up.,,,1Positive#Staff
461,"Thank you so much for a good care on me Dr Datuk Jayaraman ,nurses in the ward and also Mdm Sharon…Please pray for me to return back to Malaysia after my surgery ",,,1Positive#Staff
462,"Been seeing Dr. Abu Bakar Ab. Bakar since 1996 and been given the best advice and treatment for my son. Thank you so much doctor. I highly recommend Dr. Abu Bakar for such a caring and supportive treatment and advice. The staffs are really friendly and understanding. The staff Mrs. Sarojini, Wendy and Maria has been very helpful and explain very well about treatments and appointments.",,,1Positive#Appointments#Staff#Treatment
463,"Dr (Mr) Yang KF is a very sharp & dedicated surgeon. He nailed d clinical diagnosis very early and pushed me for operation urgently. I adore his surgical skill, i underwent laparoscopic intervention, im sure it was a difficult one but he managed to get it done effectively. My wounds are all clean with proper post-op wound care. He is very empathetic with good communication skill. He addressed all concerns brought up by his patients and the carers. Im grateful i was under his care when i came to the hospital.
Not to forget, the staff in this hospital are very kind & nice. Theyve done extra miles to deliver the services. They are very helpful updating my condition to my family from time to time when i was in the recovery ward & ot.  My wife and i have a pleasant experience in this hospital. Tq very much for d great services provided by this hospital. Definitely deserving 5-star rating.",,,1Positive#Staff#Treatment
464,"Admitted on (16 - 20/12/21) room 210. First of all, I would like to send my appreciation to Dr Choo Gim Sun (O & G) for his professional advices and opinions, besides that Dr Choo is a very nice and caring Doctor.
I was attended by Mdm Sharon Anthony customer service and we had a pleasant conversation. Thank you to all the nurses for theirs' help and courtesy. And All the room and cleaning attendants.
Nurses
Syamsul Azlina, Tan Huay Xin, Sylvia, Nursyafiqah, Gauri, Githara, Nurhidayah, Christy Diana
Nurul Asikin (if you are the one who worked night shift on 17/12), so sorry that I can't really mention all of them here as they are quite many but really appreciate theirs' help.",,,1Positive#Staff#Treatment
465,"All the nurses at the labor room are very nice and helpful.
They give me support all the time especially when im about to deliver.
Thank you for your hospitality..
Will recommend to my friends..",,,1Positive#Staff#Treatment
466,"The best private hospital in Malacca.since 2014 has good experience..thanks a lot to Dr Lim Bee Yoo all the staff especially staff nurse Anis Syakila, Noor Hafika..",,,1Positive#Staff
467,"First, very thankful with the beauty doctor lim by being so kind to my kid, Wadi Baihaqi and as for me her explaination also very clear to calm me.
second, expert staf nurse at paedtrics ward, fast action with their emergency procedure taken.
lastly, thank you very much and hospital pantai as the best!",,,1Positive#Staff#Treatment
468,The doctors and all the nurses being well friendly and helpful. Very recommended to others who want to try Pantai Hospital Services..,,,1Positive#Staff
469,Good service.. all staff nurse and doctor A.Riaz so kind and care of me.thanks so much,,,1Positive#Staff
470,"Thank you Dr Chow ,Dr Yeow Chai and all the staff nurses ,staff and, also all the students nurses for the good service. Keep it up.",,,1Positive#Staff
471,"Dr tay hui sian very excellent really appreciated gor her kindness.
Nurse at Icu also kindness and good services.",,,1Positive#Staff
472,"I was admited under Dr Choo in ward O and G PHAK here for 2nd time..I'm from cheras and prefer the excellent service frm Dr Choo and all O and G staff. They are very caring and passionate to help all the patient here in O andG ward..
To my Dr, Dr Choo..he is the most wonderfull Dr i have met, and im under his care for 2 years..he has helped me throughout..
A special thanks to Siti Irynn and Sharon Anthony from customer relationship officers for their assistance throughout my stay here...",,,1Positive#Staff#Treatment
473,"Thanks  a lot to.Dr. Toh and all the staff, especially  ward Clerk  Mdm  Lina, Ward assistant Shanti for their help during  my mum stay atb ward.",,,1Positive#Staff
474,"Thank you very much to Dr Fabian and nurses here. Very friendly and cooperative.
Thanks to student nurses- Nanthini n Fatin for the friendly, wiling to help and good service",,,1Positive#Staff
475,"thank you Dr sani neurologist for shell installation surgery
my husband's head,thank you also to the surgical team ward 2A staff nurse & all.... thank you so much tip-top service...",,,1Positive#Staff#Treatment
476,My special thanks to Dr Hwang and all the nurses in ICU and medical ward for the excellent and competence services rendered to help in my recovery and wellbeing....especially thanks to staff nurse Nuraini Muzlan and staff nurse Aslina in ICU.My special thanks also to Madam Sharon from customer Service who always come with her cheerful smile and words of encouragement given to me .Keep it up and Happy Chinese New Year wishes to all who are celebrating.,,,1Positive#Staff#Treatment
477,"Very friendly doctor Dato Fuad and caring nurses, physiotherapist. Thanks for the good service rendered during my stay.",,,1Positive#Staff
478,Dr  Raj is very good doctor. Explain to me very clear. In the OT room the staffs are very good. All the nurses are very good in taking care of me. The room is very clean and comfortable.,,,1Positive#Facilities#Staff#Treatment
479,"Everything is good Dr Ahmad Riaz,and all the nurse are good and very nice,thanks you for all for the treatment",,,1Positive#Staff#Treatment
480,Thanks to DR FABIAN and all the nurses and staff .Thanks to hospital attendant Puan Aminahjan for the good service.,,,1Positive#Staff
481,"Thank you Bavaani ,Muhammad Azmi ,Malini for helping me throughout everything and other nurses too . Thank you Dr Amudha",,,1Positive#Staff
482,Thank you very much Dr Tay Mok Heang and Dr CK Leong and all the nurses for the excellent service.,,,1Positive#Staff
483,Thanks to Dr Hayati & all the staff nurses that attended us at the paeds ward. Very helpful & friendly.,,,1Positive#Staff
484,"Thank you to Dr Krishnan and staffs. Staff in surgical too for the comfortable hospitality and care given to me.
Made me feel good and loved.
Student nurses you are doing good.
Keep it up.
Thank you.",,,1Positive#Staff
485,"Thank you Dr Khai that sacrificed his time during lunch hour and do emergency operation at night for my daughter Aaisyah Humayraa Syamimi binti Suzaily, 3 years old thank you anesthesia Dr, nurse at Second floor and all hospital staff pantai on the good service keep it up.",,,1Positive#Staff#Treatment
486,"Thank you doctor Khai, dato doctor Lau
Thank you staff nurse ainul unain,fatimah, madam loh and team.
You're doing a great job",,,1Positive#Staff
487,Good service Datuk Dr Jeyaram and all medical staff.Special thanks to Santhi & staff nurse Nurhazwani.,,,1Positive#Staff
488,Thank you so much to doctor Muven and nurses for your early diagnosis and treatment during my stay from 24.12.21 until . Thank you for excellent care and treatment I received during my stay (Room Number 833A),,,1Positive#Staff#Treatment
489,"Have a pleasant stay at O and G ward. Thank you Dr Choo Gim Sun, all the nurses and staffs for the cares and services..",,,1Positive#Staff
490,"Thank You Dato Dr Fuad and All The nurse,food service,physio and cleaner for your service for me at Bed 415A. I will give 5 star for all the service",,,1Positive#Facilities#Staff#Treatment
491,Thank you Dr Ravikumar and all the friendly nurses for taking good care of me and giving me a good service .,,,1Positive#Staff
492,"I am a NPC patient treated at Pantai Hospital Melaka by Dr Joel Gabriel Nonis.  He is a very nice, gentle, empathetic and caring doctor.  He and his team (radiotherapy, chemotherapy and clinic staffs Asnah, Liza, Maggie, Sara and Wong).",,,1Positive#Staff
493,Dr abu bakar is doctor for my mum who had stroke since 7 years ago. He is very friendly and like his smile. The assistant here are friendly and helpful actually. Thanks you doctor and all assistant.,,,1Positive#Staff
494,"Dr.Abu Bakar AB Rahman. I Am so happy with his treatment.
For 2 years am follow up with him.",,,1Positive#Staff#Treatment
495,Was admitted in PHAK for 4 days. I was taken a really good care. As usual Dr.Guan was very attentive to my issues and did an excellent job solving it. The nurses were very helpful and patience.,,,1Positive#Staff#Treatment
496,"very bad experience with nurse at the counter. we are a paying customer. after waiting for turn to be call more then 2 hours, when asking if need to wait longer, answer from nurse was “just wait until we call you”.",,,1Negative#Appointments#Staff
497,Thanks Dr datin athi and the  nurse who take care my child. Good service and good environment.,,,1Positive#Facilities#Staff#Treatment
498,"All nurse very nice, friendly and helpful at paed. Greet with smiling face everyday. Doctor Lim WT very experienced and caring for my son sickness and very patient to answering my worry and question regard to my son. Foods quite nice but should have more variety. Cleanliness ok! Room comfortable! Overall satisfy. Kid warded 809A. Thanks you!",,,1Positive#Facilities#Staff
499,"Nurses are kind & lovely
Dr hayati also kind and give a great explaination regarding my son healthy & conditions
services also great and the foods are awesome
Room conditions also good",,,1Positive#Staff
500,thank you for the great services. especially for dr shaha for his guidance and kindness. the nurses help us kindly and give the best services! thankyou to nurse nurul idayu and miita for helping and treated us well!,,,1Positive#Staff#Treatment
501,I had a great services from my o and g consultant Dr. Idayu and all nurses in o and g ward. Till we meet again.,,,1Positive#Staff
502,"Third time warded in Hospital Pantai Ayer Keroh.. friendly nurses and doctors.. comfy room and really good facilities.. special thanks to Dr Sani, Dr Hayati and all doctors/staffs in OT and kids ward.. TQ for giving me the best experience here.",,,1Positive#Facilities#Staff
503,"Thank you all O & G staff, especially Dr Idayu, Madam CC Bee and Sylvia for your initiatives and patience. Our fourth time being in here, and there is no word to describe our gratitude and appreciation to the O and G doctors and staff. May God bless all of you.
Sincerely from Suzy and MF.",,,1Positive#Staff
504,"The highest appreciation to Dr. Hayati Jaafar and Dr. Shaharudin b. Mohamad Hashim for great advise and treatment that helped alleviate my worries about my son's health problem.
Also a million thanks to all PHAK PAEDS Staff Nadiah, Jessica, Nazurah, Zaliha and others who are not named here for their great support and making it easy for me to take care of my child while here.",,,1Positive#Staff#Treatment
505,Very good service ward isabella and tan huay xin. Dr idayu also give full commitment throughout this beautiful journey.,,,1Positive#Staff
506,all of nurses very helpful friendly. Madam Sharon from Customer service Public Relation also very helpful & Dr Khairulsaleh also very polite & cooperative keep it up! Thanks,,,1Positive#Staff
507,"The hospital is very clean.  Doctor Hanisah And the staff is very very friendly. I guess i want to mention the staff that very friendly to my wife and me. Chi chu bee, Shuadah, Sylvia, siti nadzirah, noorsohaila",,,1Positive#Facilities#Staff
508,"Pleasant experience with Dr. Abu Bakar Ab Rahman, the consultant neurologist attending my dad. Attentive & giving clear explanation with analogies. Also the warm & friendly staff at the neuro clinic & HDU. Thank you.",,,1Positive#Staff#Treatment
509,Thanks to Dr Lim Eng Seng for his good treatment and all the nurses for the good service.,,,1Positive#Staff#Treatment
510,Thank you Dr Lee YM and Dr Tay MH for the excellent service and treatment for my heart.Thank you to all the ICU and Surgical too nurses for your care and friendly towards me.Not forgetting thanks to all the physiotherapist for the physio therapy on me.You did a great job.,,,1Positive#Staff#Treatment
511,"Thanks for all the good service provided during my stay in the hospital. Special thanks to my haemologist Dr Guan for his caring and taking care of me. My sincere thanks again to all the good nurses who have attended me, much appreciated",,,1Positive#Staff
512,Very satisfied with the service and facilities. Nurses were very helpful. Admitted in labour room for 17 hours. Alhamdulillah the delivery went well yesterday morning with the help from nurses and Dr Idayu.,,,1Positive#Facilities#Staff#Treatment
513,"Tq Datuk Dr Izham for the excellent service and to all the friendly and caring nurses in HDU especially staff nurse Zaliza,Janani and Norhirdayu and not forgetting to student nurse Hafizah who is polite and friendly towards caring for me during my stay here in HDU.",,,1Positive#Staff
514,"Thanks so much Dr Hanisah and team for very wise and prompt action regarding my emergency operation due to ectopic pregnancy. Her experience judgement saving my life, alhamdulillah. …",,,1Positive#Staff#Treatment
515,Thank you Dr Ravikumar for the good treatment and also thanks to all the nurses and clinic nurse for the good service.,,,1Positive#Staff#Treatment
516,"To Dr. Choo Gim Sun, O&G Nurses and staffs,
We cannot put into words our gratitude for your treatment. You’re a heaven-sent …",,,1Positive#Staff#Treatment
517,"Dr Abu Bakar, a wonderful doctor that always make me and my family member feel so safe. Thank you for being the best doctor for my father (more than 16years treament for my dad who got stroke) …",,,1Positive#Staff#Treatment
518,"Thank you Datuk Dr Fuad for the excellent treatment and service rendered to me and not forgetting all the friendly ,caring and helpful nurses for their assistance during my stay in the ward.Truly appreciate it.",,,1Positive#Staff#Treatment
519,"Thanks for E and T nurses and Doctors.
Sangat efficient their service.
And also thank you to all nurses.
Include practical nurse, all are nice
Thanks to Dr Yang KF treat me",,,1Positive#Staff#Treatment
520,"Thanks a lot for an awesome hospitality especially for Dr. Ahmad Riaz Fami & nurse Junaidah, Vijaya & all others staff",,,1Positive#Staff
521,Good service from all the staff and nurses from pantai hospital. Thank dr. lee c.m for treating my son.,,,1Positive#Staff#Treatment
522,"I would like to thank you nurse Subathira , syuhadah binti hashim, and all junior staff (intern students) and of course Dr, Shankar who always been so nice and care about his patients which makes me feel really comfortable to be here. Thanks Pantai Hospital for the great service..",,,1Positive#Staff
523,Thank you Dr Chee for the excellence service and treatment and also thanks to all the caring and friendly nurses.,,,1Positive#Staff#Treatment
524,Thanks doctor zaidi for good treatment. Also to staff nurse asya nadia thank you for changing my needle from left to right to avoid pain,,,1Positive#Staff#Treatment
525,"Thank you to Dr hayati Jaafar and all Peads Ward Staff ,provide the best care and treatment to Areel Mikhail and very dedicated and professional in their jobs!! ",,,1Positive#Staff#Treatment
526,"Thanks, to dr.naidu and dr cheng for their excellent service and post surgery reviews. A big thank you to all nurses at 415A C4. Excellent service to all including dietician,physiotherapist and customers services. Well done, good job.",,,1Positive#Staff#Treatment
527,"Thanks Dr Tay MH for the excellent treatment for me and special thanks to all the wonderful,caring and helpful nurses in ICU  who took good care of me.My special thanks to staff nurse Kavisha,Haw Seow Hui and Nuradilah for the superb care and friendly towards me.God bless all of them.",,,1Positive#Staff#Treatment
528,Good job for all the nurse and also dr ma..customer service sharon also good job,,,1Positive#Staff
529,"my first experience admitted to PHAK for.thanks to dr hanisah, staff nurse tan, staff nurse siti nadzirah and all the staff who attended to room 202 (that i may not recognize all of your name, sorry). thanks for everything and may god bless you all.",,,1Positive#Staff
530,Thanks to Dr Chee and Dr Ong PK for the good service and thanks to all the nurses for the caring service for my mother.,,,1Positive#Staff
531,"Dr Abu Bakar Ab Rahman
For my first experience dealing with Dr, good & clear explanation. Nice hospitality for the Dr and all nurse. Keep up the good service. Tq",,,1Positive#Staff#Treatment
532,"Dr. Abu Bakar Ab. Rahman (Consultant Neurologist)
I’ve been patient with Dr. Abu Bakar Ab. Rahman since 1996. The treatment worked effectively.
I am thankful to the doctor and clinic staffs. I’m in good health now.",,,1Positive#Staff#Treatment
533,everything was good all the nurse’s service was  excellent and they’re very friendly doctor pang was also kind and very professional,,,1Positive#Staff
534,"We met with Dr. Abu Bakar, neurologist consultant, on 23rd November for nerves system check up. The whole experience is good, with great explanation from Dr. Abu Bakar. All the nurses at the clinic also good and very helpful especially Ms. Sarojini. Overall it was good experience and would recommend any patient with related brain or nerves problem to met with Dr. Abu Bakar. Thank you.",,,1Positive#Staff#Treatment
535,I just met Dr Ava Tay for my son who is 7 months old. Such a friendly doctor. She does a thorough check on my son and explains patiently and on layman's terms. She handle my son with so much care and so gently. Sees patient with a pleasant smile that babies will love to be checked by her. The staff was so helpful and friendly as well. Thanks for giving the Best service and advice.,,,1Positive#Staff#Treatment
536,"I'm a patient for DR Abu Bakar (Neurologist).1st time treatment with Dr Abu Bakar..very nice person and professional  All the staff very friendly and good looking Thank you very much
to all the teams  for your service.",,,1Positive#Staff
537,"Very good experience at Pantai Ayer Keroh. Less than an hour in the ER, the hematologist and orthopaedic doctors oncall arrived and gave very detailed explanation on the injury and treatment. Nurses were all very helpful and friendly. Clean room and food was  good.",,,1Positive#Appointments#Facilities#Staff#Treatment
538,Thank you to Doctor Yang K F.. And all the nurses and customer service miss Sharon for the good service.,,,1Positive#Staff
539,Excellent service from Datuk. Low TS and colleague from paediatric ward and student nurse. Good explanation from Dr. and understand of my concern during my daughter treatment.,,,1Positive#Staff#Treatment
540,"Big thanks to all the doctors, nurses and everyone involved in this hospital while im here for 4 days and 3 nights. Thank you to Dato Dr Fuad for this successful ACL surgery. the nurses are a big help and very soft, helping whenever i need them. Food here is great and hospitality is even better. THANK YOU!",,,1Positive#Facilities#Staff#Treatment
541,"My thanks to Dr Khairul Salleh, Consultant Surgeon Gastro. Surgeon and the team for the good services. Also to all staff, Medical ward 4 the Floor..wish you all the best and keep it up..My sincere thanks to you all.",,,1Positive#Staff
542,"My wife admitted on 7/12 .Delivered a healthy baby boy.Big thanks to her gynae doctor Dr Hanisa.Thanks for your carring,support and time.big appreciation for staff Chee,Senior staff Noorsohaila,Senior Staff Kaetling and the others staff.",,,1Positive#Staff
543,Thank you Dr Yang KF and all the nurses and staff in C5 for the good service.,,,1Positive#Staff
544,Thanks to Dr. Fabian Chong and all the nurses for good treatment and service for my husband.,,,1Positive#Staff#Treatment
545,"F and B -was above average, can be considered good.
Attending doctor - Dr. Tay was professional and good.
Customer service - Ms Sharon was accommodating, helpful and knowledgeable.
Nursing (set backs) - attitude can better improve. Example, when you asked the patient to wait for your instruction or answer, make sure you get back to them. Coming in and leaving the room with different lights on. Have the courtesy to ask which lights to on.
Generally the nurses did a splendid job during my admission.
Overall-Good.",,,1Positive#Facilities#Staff
546,"Thanks to doctor Rengsen for good service and all the nurses especially nurse Nor Shazleya,Nafizah
Shalini,junaidah ,norpaizah and hospital attendant Aminahjan for their friendly and caring for me  in the ward.",,,1Positive#Staff
547,Thanks Dr Lim Eng Seng for the excellent service and also to all the friendly nurses as well.Keep it up.,,,1Positive#Staff
548,Thank you Dr Danial Wong for the excellent service and also to all the caring and helpful nurses in C5.,,,1Positive#Staff
549,"I give 5 star for the maternal department. But I put up 3 stars and there is clear reason This is good hospital to give birth.
 Dr.Chia is great. He is skillful and experienced …",,,1Positive#Facilities#Staff
550,"Staff clinic very friendly saro, wendy and nadia... The Dr very good... give treatment and advice to my mother as the patient... Congrats to all...",,,1Positive#Staff#Treatment
551,Thank you Dr.Ravi for the successful surgery. And the nurses here really supportive and friendly.,,,1Positive#Staff#Treatment
552,Thanks to DATUK DR FUAD and all the nurses for the good service The food is delicious and the room facility are great.,,,1Positive#Facilities#Staff
553,Thank you so much Kaetling n Dr. Idayu for the great service in Pantai Hospital,,,1Positive#Staff
554,Been consulting many doctors at Pantai. All the services are good. Health screening is also good.,,,1Positive#Appointments
555,"Supportive care from the nursing staff. From start to finish, I was treated with respect and courtesy. Mr Vincent is very professional and patience, he explained everything in detail. All staff friendly and professional. I would recommend this hospital.",,,1Positive#Staff#Treatment
556,"Doctor explain. Truly understand and what happen
Staff. Very helpful. Co-operative and well mannered and patience",,,1Positive#Staff
557,"Thank you for Dr Vishnu and all nurses. Dr. Vishnu, appreciate your professional surgery & treatments, kindness and great encouragement to my mom. All nurses at Pantai Hospital who are really friendly and patient to take care of my mom. Luckily to have you all. Take care all and stay healthy!!",,,1Positive#Staff#Treatment
558,Thanks to all the nurses and doctor Lim wei tsair for the good service for my son.,,,1Positive#Staff
559,Thank you Dr Lee CM and all the friendly and caring nurses for the excellent service for my son in children ward .,,,1Positive#Staff
560,"Thank you Dr Zaidi for the excellent service, thanks also to all the nurses and staff for taking good care of me while I was in the ward.Truly appreciate it very much.",,,1Positive#Staff
561,"Thank you Dr Muven for the professional services and treatment.  Many thanks too to all the nurses  and all the other staff for their kind,  patience and respectful services to me. Clean environments makes me feel comfortable and relax. …",,,1Positive#Facilities#Staff#Treatment
562,"I must say that since l used your hospital's services they have been very good, therefore l am a repeat customer. My surgery today went well and the nurses were extremely pleasant. The doctor attending to me today, Dr. Lim Yew Leong handle …",,,1Positive#Staff#Treatment
563,"Very good service , I feel very comfortable around here and get very good consultant from dr khai and nurse around here .",,,1Positive#Staff
564,Thanks to Dr. Ma Wee Tah & Dr. Raj Kumar and all the nurses for the good service..,,,1Positive#Staff
565,"Thank you very much for Dr Vishnu, Dr Livia, Kaetling, Syamsul Azlina, Hanim, Bella...really thanks a lot for your assistance, guidance and support all the time! Appreciate it! Thanks! Stay Safe and Take Care everyone!",,,1Positive#Staff
566,I am very happy with consultantion by Doctor Toh Tsun Haw and Staff Sathya..and also customer relation Madam Sheryl very good friendly and helpful.,,,1Positive#Staff
567,"Have a very good experienced with the nurses. special thanks to my O and G doctor, Dr Hanisah, senior nurses, Ms chi and Ms Kaetling who take care of me along the way from the beginning process until i successfully delivered my baby. I have a great delivery experienced and big applause to the staff nurses in assisting me in many ways.",,,1Positive#Staff
568,Thank you Dr Lim.KC for his expectise in treating me and also Dr Chee for his good surgery .Thanks to all the nurses for taking good care of me.,,,1Positive#Staff#Treatment
569,"The services that I receive from Pantai Hospital Ayer Keroh is excellent. Dr. Idayu, O and G ward, Labour room staff are friendly, helpful, kind, ensured I had a smooth preparation and I am properly informed about my health and care. I would have no qualms in recommending them to family and friends.",,,1Positive#Staff
570,Thank you Dr Tay MH and all the caring nurses for their excellent service to me.Keep it up.,,,1Positive#Staff
571,Great hospitality and complete facility. The only thing that can be improved would be on the male staffs to notify prior to ward entry since there are some Muslim female patients including myself that might want to cover our aurat first.. Thank you..,,,1Positive#Facilities
572,"Thanks to Doctor Khaw and all the nurse and staff. All the service are good, food and environment all nice!",,,1Positive#Facilities#Staff
573,Got admitted on 27/08/2021 for spine procedure under Dr. Fabian. The procedure was very successful.The staff including the CEO and the rest of the staff were very friendly cooperative and met all their work without complaining. The psysiotherpest and the customer relation officer were very professional. In fact this is my second trip to this hospital. In fact I came to this hospital in 1999 for colon cancer treatment. Overall I would recommend this hospital for any medical treatment. Thank you.,,,1Positive#Staff#Treatment
574,"thank you dr riaz, all staff nurse c4 especially staff nurse aqili, nafizah, aisyah, yogini, and all surriati, radziah, norpaijah for being very helpful and also kitchen staff rosnizam for good service.",,,1Positive#Staff
575,Thanks to Dr Dharmindra and all the nurses for the good service rendered to my niece.,,,1Positive#Staff
576,Thanks to doctor datin athi and all nurses especially staff nurse radiyatul ani for good service,,,1Positive#Staff
577,"Thank you all staff, nurse Faten, Filza also Miza and especially my consultant Dr Shaharudin for the good service.",,,1Positive#Staff
578,"Thanks to Dr,Lim ES and all the nurses and,staff for their good service.",,,1Positive#Staff
579,"However, I don't like the customer service come to patient & waiting us to fill up the review. I really can't concentrate to fill up the review while she keep talking.",,,1Negative#Appointments
580,Great job done by Dr Naidu and team.. comfortable room and good assistance from the nurses..,,,1Positive#Facilities#Staff
581,Thanks to Dr Yang Jin Rong and thanks to all the beautiful nurses and the cleaners for caring from their hear. The student nurses was excellent.  Rooms are amazing like a hotel. Very clean. Thank you,,,1Positive#Facilities#Staff
582,"From patient 338 A, 5/11 - 7/11/2021. Its a great service and treated nicely by Dr. Khairusaleh, FO Adam Nabil Maula Zahari and senior staff nurse i believe Nurul Hidayu. Thank you to all Nurse and staff that i do not know their names that already treated me. As well this is my third time been warded here. Thank you so much for always going above and beyond your duties to care for others.",,,1Positive#Staff
583,Thank you Dr. Hwang for the good service for my mother.Thank you also to all the nurses and staff who have giving a good care for my mother.My special thanks to Customer service Madam Sharon for visiting my mother daily and to ensure everything is satisfaction stay here...truly appreciate.,,,1Positive#Staff
584,Thank you dr Vincent and staff nurse chi chu bee and noorsohaila for the good service for me and my baby,,,1Positive#Staff
585,Thanks for Dr Ahmad Riaz and hospital staff after taking care of me. Wish all the best in future.,,,1Positive#Staff
586,"Emergency unit, front door staffs all are new and no experience. This unit suppose have to act very fast, but they are no even able to answer to the patient family member. New building with nice renovation, but training and efficiency have to increase also. Private hospital has to be very professional, because you all are provide professional service. ",,,1Negative#Staff
587,"Thank you doctor athi and
Nurse Ruheka and siti salmiah
For the good service for
my son.",,,1Positive#Staff
588,Thanks to Dr Nonis and team for the servìces rendered during my stay at Pantai Hospital for the few days in ward. Thank you so much.,,,1Positive#Staff
589,Thanks To Dr Ravikumar for the excellent treatment and all the friendly nurses for the care given.,,,1Positive#Staff#Treatment
590,Good service and nurse farhana alya and shahanim was very helpful during my labour.,,,1Positive#Staff
591,Thank you for all of the services(especially for the services of nurses)  provided to me during staying here for 8 days. Also would like to thank Doctor Chee WL for the treatment provided. Thank you for the team of Pantai hospital.,,,1Positive#Staff#Treatment
592,"Thank you Datuk Dr. Izham, great doctor  in investigating my health problem.
And also thanks to nurse team too. Noor Syahnaz, Norhirdayu, Aliah, Janani, Faiz and others for your excellent service. Very kind and friendly.
Thank you so much.",,,1Positive#Staff
593,My heartfelt thanks to Dr Kavitha for doing my Cataract surgery.She is indeed a good and humble Doctor who did an excellent surgery on my eyes.Not forgetting to all the wonderful nurses and Customer Relations Ms Rekha for the great service.God bless all of you.,,,1Positive#Staff#Treatment
594,"All services from Drs, nurses and all staffs are so friendly and helpful..the services and hospitalities are well managed..thank you so much",,,1Positive#Facilities#Staff
595,"Very excellent services and consultation from Dr Ong Pang Kok, Dr Kavitha, Dr Chee, Dr Leong Choong Kheong, Dr Tan Geok Kee & Dr Yip Chee Wai. Satisfied with everything. Thanks.",,,1Positive#Staff
596,"Admission to pre-operation was very well handled and managed. The service rendered by admin staffs from admission to in room service care by the nurses were top notch. During and post operation, nurses did a great job transporting and assisting",,,1Positive#Staff
597,"All nurses here were polite and kind and provided the good care to me. I would like to thanks to Dr.Visnu, an experienced and good O and G doctor, who provided good treatment to",,,1Positive#Staff#Treatment
598,"Excellent services by Dr CK Leong and help from his team who have assisted me to make the time between the diagnostic from the doctor to the admission and final operation, short and without wasting too much time between all the necessary steps.
Also thanks a lot to Sharon Anthony, customer relation executive, for her help and constant support.
I have been well taking care of by all the members of the ward team during the night and the rest of the day.",,,1Positive#Staff#Treatment
599,"Thanks to Dr Yang JR including his nurses Ms Jenny who has been comforting and helpful.Thanks to Datuk Dr Low and all the OT team for the excellent and successful surgery on my husband Mr Soon.My appreciation to all the nurses,staff including the cleaner for the good service they did.Thank you so much.Not forgetting to Customer Relations Sharon for ensuring our stay is satisfaction.We had a good experience in Pantai Hospital.Keep up the excellence service.",,,1Positive#Staff#Treatment
